#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
KDR	PIK3R1	9606.ENSP00000263923	9606.ENSP00000428056	0	0	0	0	0.049	0.153	0.900	0.377	0.943
KDR	PTK2	9606.ENSP00000263923	9606.ENSP00000341189	0	0	0	0.579	0.105	0.088	0.900	0.547	0.958
KDR	PIK3CA	9606.ENSP00000263923	9606.ENSP00000263967	0	0	0	0	0	0.098	0.900	0.754	0.975
KDR	SRC	9606.ENSP00000263923	9606.ENSP00000362680	0	0	0	0.647	0.059	0.796	0.900	0.938	0.998
KIF11	PLK1	9606.ENSP00000260731	9606.ENSP00000300093	0	0	0	0	0.644	0.071	0	0.776	0.919
KIF11	NEK2	9606.ENSP00000260731	9606.ENSP00000355966	0	0	0	0	0.845	0.054	0	0.745	0.959
KIF11	TOP2A	9606.ENSP00000260731	9606.ENSP00000411532	0	0	0	0	0.910	0	0	0.735	0.975
KIF11	KIF20A	9606.ENSP00000260731	9606.ENSP00000378356	0	0	0	0.582	0.902	0.073	0.540	0.587	0.980
KIF20A	PLK1	9606.ENSP00000378356	9606.ENSP00000300093	0	0	0	0	0.769	0.127	0.750	0.830	0.990
KIF20A	NEK2	9606.ENSP00000378356	9606.ENSP00000355966	0	0	0	0	0.847	0	0	0.677	0.948
KIF20A	TOP2A	9606.ENSP00000378356	9606.ENSP00000411532	0	0	0	0	0.866	0.292	0	0.750	0.974
KIT	MPO	9606.ENSP00000288135	9606.ENSP00000225275	0	0	0	0	0.065	0	0	0.697	0.705
KIT	PIK3CA	9606.ENSP00000288135	9606.ENSP00000263967	0	0	0	0	0.106	0.325	0.900	0.809	0.986
KIT	YES1	9606.ENSP00000288135	9606.ENSP00000462468	0	0	0	0.668	0.065	0.386	0.500	0.098	0.707
KIT	LCK	9606.ENSP00000288135	9606.ENSP00000477713	0	0	0	0.679	0.062	0.386	0.400	0.293	0.724
KIT	VCAM1	9606.ENSP00000288135	9606.ENSP00000294728	0	0	0	0	0.069	0.045	0	0.720	0.729
KIT	TET2	9606.ENSP00000288135	9606.ENSP00000442788	0	0	0	0	0	0	0	0.786	0.786
KIT	PDGFA	9606.ENSP00000288135	9606.ENSP00000346508	0	0	0	0	0.055	0	0.650	0.447	0.801
KIT	SRC	9606.ENSP00000288135	9606.ENSP00000362680	0	0	0	0.666	0.060	0.386	0.400	0.496	0.802
KIT	PIK3CG	9606.ENSP00000288135	9606.ENSP00000419260	0	0	0	0	0.087	0.615	0	0.612	0.852
KIT	PIK3R1	9606.ENSP00000288135	9606.ENSP00000428056	0	0	0	0	0.056	0.870	0.900	0.668	0.995
LCK	PIK3CA	9606.ENSP00000477713	9606.ENSP00000263967	0	0	0	0	0.050	0.524	0.400	0.276	0.777
LCK	PTPRCAP	9606.ENSP00000477713	9606.ENSP00000325589	0	0	0	0	0.506	0.299	0	0.683	0.880
LCK	SRC	9606.ENSP00000477713	9606.ENSP00000362680	0	0	0.064	0.952	0.042	0.422	0.400	0.663	0.876
LCK	SYK	9606.ENSP00000477713	9606.ENSP00000364898	0	0	0.085	0.755	0.112	0.740	0.500	0.901	0.987
LCK	PIK3R1	9606.ENSP00000477713	9606.ENSP00000428056	0	0	0	0	0.049	0.579	0.400	0.776	0.939
LCK	YES1	9606.ENSP00000477713	9606.ENSP00000462468	0	0	0.063	0.954	0.042	0.512	0.400	0.387	0.809
LEMD2	LMNA	9606.ENSP00000293760	9606.ENSP00000357283	0	0	0	0	0.060	0.437	0.500	0.447	0.834
LEP	SERPINE1	9606.ENSP00000312652	9606.ENSP00000223095	0	0	0	0	0	0	0	0.851	0.851
LEP	UCP1	9606.ENSP00000312652	9606.ENSP00000262999	0	0	0	0	0.048	0	0	0.873	0.874
LEP	PPARG	9606.ENSP00000312652	9606.ENSP00000287820	0	0	0	0	0.112	0	0.500	0.894	0.948
LEP	PPARD	9606.ENSP00000312652	9606.ENSP00000310928	0	0	0	0	0.055	0	0	0.707	0.711
LEP	SCD	9606.ENSP00000312652	9606.ENSP00000359380	0	0	0	0	0.048	0	0	0.721	0.723
LEP	SHBG	9606.ENSP00000312652	9606.ENSP00000369816	0	0	0	0	0	0	0	0.763	0.763
LEP	SPP1	9606.ENSP00000312652	9606.ENSP00000378517	0	0	0	0	0.042	0	0	0.764	0.764
LEP	LPL	9606.ENSP00000312652	9606.ENSP00000497642	0	0	0	0	0.127	0	0	0.812	0.828
LEP	SREBF1	9606.ENSP00000312652	9606.ENSP00000348069	0	0	0	0	0	0	0	0.836	0.836
LEP	PPARA	9606.ENSP00000312652	9606.ENSP00000385523	0	0	0	0	0.055	0	0	0.836	0.839
LEP	TNF	9606.ENSP00000312652	9606.ENSP00000398698	0	0	0	0	0	0	0	0.892	0.892
LEP	NPY	9606.ENSP00000312652	9606.ENSP00000384364	0	0	0	0	0	0	0	0.996	0.996
LIPA	PNLIP	9606.ENSP00000337354	9606.ENSP00000358223	0	0	0	0	0.057	0	0	0.905	0.907
LMNA	SIRT1	9606.ENSP00000357283	9606.ENSP00000212015	0	0	0	0	0	0.292	0	0.595	0.701
LMNA	XBP1	9606.ENSP00000357283	9606.ENSP00000216037	0	0	0	0	0.074	0	0.750	0.251	0.811
LMNA	SREBF1	9606.ENSP00000357283	9606.ENSP00000348069	0	0	0	0	0.067	0.696	0	0.790	0.935
LMNA	PARP1	9606.ENSP00000357283	9606.ENSP00000355759	0	0	0	0	0.069	0.361	0	0.591	0.735
LPA	PON1	9606.ENSP00000321334	9606.ENSP00000222381	0	0	0	0	0.172	0	0.720	0.507	0.875
LPA	PLA2G7	9606.ENSP00000321334	9606.ENSP00000274793	0	0	0	0	0.055	0	0.720	0.474	0.848
LPA	MTTP	9606.ENSP00000321334	9606.ENSP00000427679	0	0	0	0	0.145	0	0	0.727	0.756
LPA	LPL	9606.ENSP00000321334	9606.ENSP00000497642	0	0	0	0	0	0	0.540	0.571	0.794
LPIN1	PPARG	9606.ENSP00000397908	9606.ENSP00000287820	0	0	0	0	0.045	0	0	0.909	0.909
LPIN1	PNPLA2	9606.ENSP00000397908	9606.ENSP00000337701	0	0	0	0	0	0	0.650	0.568	0.842
LPIN1	SREBF1	9606.ENSP00000397908	9606.ENSP00000348069	0	0	0	0	0.055	0	0	0.829	0.831
LPIN1	PNLIP	9606.ENSP00000397908	9606.ENSP00000358223	0	0	0	0	0.063	0.046	0.650	0.158	0.701
LPIN1	PPARA	9606.ENSP00000397908	9606.ENSP00000385523	0	0	0	0	0.063	0.292	0	0.964	0.974
LPIN1	LPL	9606.ENSP00000397908	9606.ENSP00000497642	0	0	0	0	0	0	0.900	0.400	0.937
LPL	PON1	9606.ENSP00000497642	9606.ENSP00000222381	0	0	0	0	0	0	0.540	0.446	0.734
LPL	PPARG	9606.ENSP00000497642	9606.ENSP00000287820	0	0	0	0	0.151	0	0.500	0.874	0.941
LPL	PNPLA2	9606.ENSP00000497642	9606.ENSP00000337701	0	0	0	0	0	0	0.900	0.718	0.970
LPL	SREBF1	9606.ENSP00000497642	9606.ENSP00000348069	0	0	0	0	0.042	0	0	0.732	0.732
LPL	PNLIP	9606.ENSP00000497642	9606.ENSP00000358223	0	0	0	0.752	0	0	0.900	0.254	0.922
LPL	PPARA	9606.ENSP00000497642	9606.ENSP00000385523	0	0	0	0	0	0	0	0.836	0.836
LPL	PCSK5	9606.ENSP00000497642	9606.ENSP00000446280	0	0	0	0	0.061	0	0.750	0.126	0.777
LRP5	LRP6	9606.ENSP00000294304	9606.ENSP00000261349	0	0	0.053	0.974	0.081	0.354	0.900	0.986	0.999
LRP5	RUNX2	9606.ENSP00000294304	9606.ENSP00000360493	0	0	0	0	0	0	0	0.830	0.830
LRP5	SOST	9606.ENSP00000294304	9606.ENSP00000301691	0	0	0	0	0	0.625	0.900	0.999	0.999
LRP6	SOST	9606.ENSP00000261349	9606.ENSP00000301691	0	0	0	0	0	0.977	0.900	0.998	0.999
LRP8	MAPT	9606.ENSP00000303634	9606.ENSP00000340820	0	0	0	0	0.058	0	0	0.713	0.718
LTA	TNFRSF1A	9606.ENSP00000403495	9606.ENSP00000162749	0	0	0	0	0	0.982	0.900	0.996	0.999
LTA	TNF	9606.ENSP00000403495	9606.ENSP00000398698	0	0	0.110	0.752	0.223	0.292	0.900	0.730	0.984
LYPLA1	NOS3	9606.ENSP00000320043	9606.ENSP00000297494	0	0	0	0	0	0	0.750	0.211	0.794
LYPLA1	PLA2G4A	9606.ENSP00000320043	9606.ENSP00000356436	0	0	0	0	0.053	0	0.650	0.251	0.730
MAOA	SLC6A2	9606.ENSP00000340684	9606.ENSP00000219833	0	0	0	0	0	0	0	0.738	0.738
MAOA	SLC6A4	9606.ENSP00000340684	9606.ENSP00000261707	0	0	0	0	0.044	0	0	0.942	0.942
MAOA	SLC6A3	9606.ENSP00000340684	9606.ENSP00000270349	0	0	0	0	0	0	0	0.890	0.890
MAOA	SNCA	9606.ENSP00000340684	9606.ENSP00000500990	0	0	0	0	0.057	0	0	0.706	0.710
MAOA	SLC18A2	9606.ENSP00000340684	9606.ENSP00000496339	0	0	0	0	0.042	0	0	0.792	0.793
MAOA	MAOB	9606.ENSP00000340684	9606.ENSP00000367309	0	0	0.052	0.976	0.163	0.609	0.900	0.063	0.965
MAOB	SLC6A4	9606.ENSP00000367309	9606.ENSP00000261707	0	0	0	0	0.057	0	0	0.866	0.868
MAOB	SLC6A3	9606.ENSP00000367309	9606.ENSP00000270349	0	0	0	0	0	0	0	0.882	0.882
MAOB	SLC18A2	9606.ENSP00000367309	9606.ENSP00000496339	0	0	0	0	0.042	0	0	0.791	0.792
MAOB	SNCA	9606.ENSP00000367309	9606.ENSP00000500990	0	0	0	0	0.042	0	0	0.815	0.815
MAPK3	NFKB1	9606.ENSP00000263025	9606.ENSP00000226574	0	0	0	0	0.059	0.072	0	0.874	0.881
MAPK3	MKNK2	9606.ENSP00000263025	9606.ENSP00000250896	0	0	0	0.602	0.107	0.210	0.900	0.214	0.937
MAPK3	PTPN1	9606.ENSP00000263025	9606.ENSP00000360683	0	0	0	0	0.054	0.145	0	0.666	0.706
MAPK3	VCAM1	9606.ENSP00000263025	9606.ENSP00000294728	0	0	0	0	0	0	0	0.713	0.713
MAPK3	MYD88	9606.ENSP00000263025	9606.ENSP00000498321	0	0	0	0	0.066	0.074	0	0.717	0.734
MAPK3	PLA2G2A	9606.ENSP00000263025	9606.ENSP00000383364	0	0	0	0	0.055	0	0.650	0.272	0.738
MAPK3	MMP9	9606.ENSP00000263025	9606.ENSP00000361405	0	0	0	0	0.103	0	0	0.723	0.741
MAPK3	PARP1	9606.ENSP00000263025	9606.ENSP00000355759	0	0	0	0	0.052	0.292	0	0.668	0.758
MAPK3	RUNX2	9606.ENSP00000263025	9606.ENSP00000360493	0	0	0	0	0.082	0.071	0.400	0.597	0.766
MAPK3	TLR4	9606.ENSP00000263025	9606.ENSP00000363089	0	0	0	0	0.088	0.041	0	0.815	0.824
MAPK3	PTGS2	9606.ENSP00000263025	9606.ENSP00000356438	0	0	0	0	0.102	0.300	0	0.788	0.855
MAPK3	TNF	9606.ENSP00000263025	9606.ENSP00000398698	0	0	0	0	0.062	0	0	0.921	0.922
MAPK3	SRC	9606.ENSP00000263025	9606.ENSP00000362680	0	0	0	0.610	0.086	0.511	0.500	0.778	0.944
MAPK3	SPHK1	9606.ENSP00000263025	9606.ENSP00000313681	0	0	0	0	0	0.053	0.900	0.531	0.951
MAPK3	PLA2G4A	9606.ENSP00000263025	9606.ENSP00000356436	0	0	0	0	0.045	0.292	0.900	0.437	0.956
MAPK3	MKNK1	9606.ENSP00000263025	9606.ENSP00000498083	0	0	0	0.578	0.121	0.426	0.900	0.230	0.956
MAPK3	MAPT	9606.ENSP00000263025	9606.ENSP00000340820	0	0	0	0	0.057	0.525	0.900	0.370	0.968
MAPK3	RPS6KA3	9606.ENSP00000263025	9606.ENSP00000368884	0	0	0	0.641	0.069	0.806	0.900	0.249	0.984
MAPK9	NFKB1	9606.ENSP00000394560	9606.ENSP00000226574	0	0	0	0	0.049	0.072	0.900	0.436	0.943
MAPK9	PRKCE	9606.ENSP00000394560	9606.ENSP00000306124	0	0	0	0.575	0.049	0.096	0.900	0.078	0.910
MAPK9	PGR	9606.ENSP00000394560	9606.ENSP00000325120	0	0	0	0	0	0	0.900	0.121	0.908
MAPK9	SRC	9606.ENSP00000394560	9606.ENSP00000362680	0	0	0	0.567	0.054	0.094	0.900	0.536	0.954
MAPK9	RELA	9606.ENSP00000394560	9606.ENSP00000384273	0	0	0	0	0.042	0.045	0.900	0.564	0.954
MAPT	SIRT1	9606.ENSP00000340820	9606.ENSP00000212015	0	0	0	0	0	0.510	0	0.455	0.721
MAPT	SRC	9606.ENSP00000340820	9606.ENSP00000362680	0	0	0	0	0	0.685	0	0.686	0.897
MAPT	SNCA	9606.ENSP00000340820	9606.ENSP00000500990	0	0	0	0	0.079	0.817	0	0.970	0.994
MBL2	TLR4	9606.ENSP00000363079	9606.ENSP00000363089	0	0	0	0	0.055	0.239	0	0.642	0.720
MCHR1	NPY	9606.ENSP00000249016	9606.ENSP00000384364	0	0	0	0	0.067	0	0.500	0.640	0.817
MCL1	TNKS	9606.ENSP00000358022	9606.ENSP00000311579	0	0	0	0	0	0.294	0	0.777	0.836
MCL1	PARP1	9606.ENSP00000358022	9606.ENSP00000355759	0	0	0	0	0.049	0	0	0.737	0.739
MCL1	TNKS2	9606.ENSP00000358022	9606.ENSP00000360689	0	0	0	0	0.085	0.929	0	0.457	0.961
MET	MMP2	9606.ENSP00000317272	9606.ENSP00000219070	0	0	0	0	0.069	0	0	0.694	0.703
MET	PIK3CA	9606.ENSP00000317272	9606.ENSP00000263967	0	0	0	0	0.042	0.069	0.900	0.617	0.961
MET	PARP1	9606.ENSP00000317272	9606.ENSP00000355759	0	0	0	0	0.067	0	0	0.692	0.701
MET	RAC1	9606.ENSP00000317272	9606.ENSP00000348461	0	0	0	0	0.080	0.365	0.400	0.253	0.703
MET	MMP9	9606.ENSP00000317272	9606.ENSP00000361405	0	0	0	0	0.049	0	0	0.744	0.746
MET	PLAU	9606.ENSP00000317272	9606.ENSP00000361850	0	0	0	0	0.086	0.181	0	0.712	0.765
MET	PDGFA	9606.ENSP00000317272	9606.ENSP00000346508	0	0	0	0	0.042	0.050	0.650	0.546	0.836
MET	PIK3R1	9606.ENSP00000317272	9606.ENSP00000428056	0	0	0	0	0	0.197	0.650	0.582	0.872
MET	PTK2	9606.ENSP00000317272	9606.ENSP00000341189	0	0	0	0.593	0.082	0.094	0.900	0.318	0.935
MET	PTPN1	9606.ENSP00000317272	9606.ENSP00000360683	0	0	0	0	0	0.692	0.400	0.771	0.954
MET	SRC	9606.ENSP00000317272	9606.ENSP00000362680	0	0	0	0.678	0.067	0.682	0.900	0.800	0.993
MGP	SPP1	9606.ENSP00000228938	9606.ENSP00000378517	0	0	0	0	0.092	0	0	0.919	0.924
MKNK1	MKNK2	9606.ENSP00000498083	9606.ENSP00000250896	0	0	0.057	0.964	0.054	0.443	0.900	0.074	0.945
MMP12	MMP3	9606.ENSP00000458585	9606.ENSP00000299855	0	0	0.068	0.945	0.330	0	0.400	0.446	0.764
MMP12	PLG	9606.ENSP00000458585	9606.ENSP00000308938	0	0	0	0	0.055	0	0.400	0.525	0.707
MMP12	TNF	9606.ENSP00000458585	9606.ENSP00000398698	0	0	0	0	0.087	0	0	0.711	0.725
MMP13	TNF	9606.ENSP00000260302	9606.ENSP00000398698	0	0	0	0	0.069	0	0	0.704	0.712
MMP13	PLG	9606.ENSP00000260302	9606.ENSP00000308938	0	0	0	0	0.055	0	0.800	0.579	0.913
MMP13	RUNX2	9606.ENSP00000260302	9606.ENSP00000360493	0	0	0	0	0.111	0	0.750	0.775	0.945
MMP2	TNF	9606.ENSP00000219070	9606.ENSP00000398698	0	0	0	0	0.074	0	0	0.720	0.729
MMP2	SERPINE1	9606.ENSP00000219070	9606.ENSP00000223095	0	0	0	0	0.181	0	0	0.714	0.755
MMP2	PLAU	9606.ENSP00000219070	9606.ENSP00000361850	0	0	0	0	0.142	0	0	0.726	0.755
MMP2	PTGS2	9606.ENSP00000219070	9606.ENSP00000356438	0	0	0	0	0.079	0	0	0.755	0.764
MMP2	PLG	9606.ENSP00000219070	9606.ENSP00000308938	0	0	0	0	0.055	0	0.400	0.631	0.772
MMP2	SPP1	9606.ENSP00000219070	9606.ENSP00000378517	0	0	0	0	0.087	0	0	0.836	0.843
MMP2	MMP9	9606.ENSP00000219070	9606.ENSP00000361405	0	0	0.061	0.927	0.128	0	0.900	0.116	0.918
MMP2	SRC	9606.ENSP00000219070	9606.ENSP00000362680	0	0	0	0	0.042	0	0.900	0.740	0.972
MMP3	SERPINE1	9606.ENSP00000299855	9606.ENSP00000223095	0	0	0	0	0.154	0	0	0.861	0.877
MMP3	PLAU	9606.ENSP00000299855	9606.ENSP00000361850	0	0	0	0	0.114	0	0	0.745	0.764
MMP3	TNF	9606.ENSP00000299855	9606.ENSP00000398698	0	0	0	0	0.086	0	0	0.846	0.853
MMP3	PLG	9606.ENSP00000299855	9606.ENSP00000308938	0	0	0	0	0.055	0	0.400	0.831	0.895
MMP3	MMP9	9606.ENSP00000299855	9606.ENSP00000361405	0	0	0.075	0.784	0.145	0	0.900	0.514	0.956
MMP3	SPP1	9606.ENSP00000299855	9606.ENSP00000378517	0	0	0	0	0.070	0	0.750	0.992	0.997
MMP9	SERPINE1	9606.ENSP00000361405	9606.ENSP00000223095	0	0	0	0	0.077	0	0	0.793	0.801
MMP9	MPO	9606.ENSP00000361405	9606.ENSP00000225275	0	0	0	0	0.085	0	0	0.967	0.969
MMP9	NFKB1	9606.ENSP00000361405	9606.ENSP00000226574	0	0	0	0	0.106	0	0	0.788	0.802
MMP9	TLR2	9606.ENSP00000361405	9606.ENSP00000260010	0	0	0	0	0.234	0	0	0.752	0.802
MMP9	VWF	9606.ENSP00000361405	9606.ENSP00000261405	0	0	0	0	0.095	0	0	0.793	0.805
MMP9	PPARG	9606.ENSP00000361405	9606.ENSP00000287820	0	0	0	0	0	0	0	0.765	0.765
MMP9	VCAM1	9606.ENSP00000361405	9606.ENSP00000294728	0	0	0	0	0.060	0.045	0	0.742	0.748
MMP9	NOS3	9606.ENSP00000361405	9606.ENSP00000297494	0	0	0	0	0.049	0	0	0.728	0.730
MMP9	PLG	9606.ENSP00000361405	9606.ENSP00000308938	0	0	0	0	0.055	0	0	0.826	0.829
MMP9	PTGS2	9606.ENSP00000361405	9606.ENSP00000356438	0	0	0	0	0.176	0	0	0.785	0.815
MMP9	PLAU	9606.ENSP00000361405	9606.ENSP00000361850	0	0	0	0	0.151	0	0	0.855	0.871
MMP9	TNF	9606.ENSP00000361405	9606.ENSP00000398698	0	0	0	0	0.207	0	0	0.915	0.930
MMP9	TLR4	9606.ENSP00000361405	9606.ENSP00000363089	0	0	0	0	0.180	0	0	0.923	0.934
MMP9	SPP1	9606.ENSP00000361405	9606.ENSP00000378517	0	0	0	0	0.138	0	0	0.941	0.947
MMP9	SRC	9606.ENSP00000361405	9606.ENSP00000362680	0	0	0	0	0.075	0	0.900	0.706	0.970
MPO	PON1	9606.ENSP00000225275	9606.ENSP00000222381	0	0	0	0	0	0	0	0.774	0.774
MPO	TLR4	9606.ENSP00000225275	9606.ENSP00000363089	0	0	0	0	0.084	0	0	0.715	0.728
MPO	SELE	9606.ENSP00000225275	9606.ENSP00000331736	0	0	0	0	0	0	0	0.743	0.743
MPO	TNF	9606.ENSP00000225275	9606.ENSP00000398698	0	0	0	0	0.097	0	0	0.822	0.832
MSR1	TLR2	9606.ENSP00000405453	9606.ENSP00000260010	0	0	0	0	0.166	0.097	0	0.673	0.732
MSR1	OLR1	9606.ENSP00000405453	9606.ENSP00000309124	0	0	0	0	0.083	0.091	0	0.713	0.739
MTNR1A	MTNR1B	9606.ENSP00000302811	9606.ENSP00000257068	0	0	0	0.960	0.060	0.292	0.900	0.276	0.945
MTTP	P4HB	9606.ENSP00000427679	9606.ENSP00000327801	0	0	0	0	0.053	0.926	0.900	0.553	0.996
MTTP	SREBF1	9606.ENSP00000427679	9606.ENSP00000348069	0	0	0	0	0	0	0	0.748	0.748
MYD88	TNFRSF1A	9606.ENSP00000498321	9606.ENSP00000162749	0	0	0	0	0.276	0	0	0.759	0.818
MYD88	NFKB1	9606.ENSP00000498321	9606.ENSP00000226574	0	0	0	0	0.125	0.078	0.500	0.938	0.972
MYD88	TLR2	9606.ENSP00000498321	9606.ENSP00000260010	0	0	0	0.579	0.184	0.746	0.900	0.990	0.999
MYD88	TLR3	9606.ENSP00000498321	9606.ENSP00000296795	0	0	0	0	0.085	0.435	0	0.999	0.999
MYD88	TLR8	9606.ENSP00000498321	9606.ENSP00000312082	0	0	0	0	0.136	0.236	0.900	0.997	0.999
MYD88	NLRP3	9606.ENSP00000498321	9606.ENSP00000337383	0	0	0	0	0.060	0.125	0	0.717	0.747
MYD88	TLR9	9606.ENSP00000498321	9606.ENSP00000353874	0	0	0	0	0.042	0.552	0.900	0.999	0.999
MYD88	PTGS2	9606.ENSP00000498321	9606.ENSP00000356438	0	0	0	0	0.087	0	0	0.729	0.742
MYD88	NFKB2	9606.ENSP00000498321	9606.ENSP00000358983	0	0	0	0	0.134	0.078	0.400	0.495	0.725
MYD88	SRC	9606.ENSP00000498321	9606.ENSP00000362680	0	0	0	0	0.123	0.095	0	0.858	0.877
MYD88	TLR4	9606.ENSP00000498321	9606.ENSP00000363089	0	0	0	0.582	0.158	0.974	0.900	0.992	0.999
MYD88	SYK	9606.ENSP00000498321	9606.ENSP00000364898	0	0	0	0	0.139	0.421	0	0.776	0.879
MYD88	TLR7	9606.ENSP00000498321	9606.ENSP00000370034	0	0	0	0	0.118	0.314	0.900	0.999	0.999
MYD88	SPP1	9606.ENSP00000498321	9606.ENSP00000378517	0	0	0	0	0	0	0	0.729	0.729
MYD88	RELA	9606.ENSP00000498321	9606.ENSP00000384273	0	0	0	0	0.189	0.106	0.500	0.636	0.850
MYD88	TNF	9606.ENSP00000498321	9606.ENSP00000398698	0	0	0	0	0.129	0	0	0.933	0.939
MYLK	PRKCE	9606.ENSP00000353452	9606.ENSP00000306124	0	0	0	0.571	0.067	0	0.900	0.065	0.905
NEK2	PLK1	9606.ENSP00000355966	9606.ENSP00000300093	0	0	0	0.645	0.553	0	0.800	0.365	0.938
NEK2	TOP2A	9606.ENSP00000355966	9606.ENSP00000411532	0	0	0	0	0.780	0	0	0.685	0.928
NEK6	NEK7	9606.ENSP00000362702	9606.ENSP00000356355	0	0	0.052	0.977	0.056	0.836	0.500	0.382	0.946
NEK7	NLRP3	9606.ENSP00000356355	9606.ENSP00000337383	0	0	0	0	0.047	0.983	0.900	0.994	0.999
NFKB1	TNFRSF1A	9606.ENSP00000226574	9606.ENSP00000162749	0	0	0	0	0.063	0	0	0.844	0.848
NFKB1	SIRT1	9606.ENSP00000226574	9606.ENSP00000212015	0	0	0	0	0.049	0.330	0.900	0.768	0.983
NFKB1	PPARD	9606.ENSP00000226574	9606.ENSP00000310928	0	0	0	0	0.060	0	0	0.714	0.719
NFKB1	SYK	9606.ENSP00000226574	9606.ENSP00000364898	0	0	0	0	0.140	0.095	0	0.694	0.741
NFKB1	SRC	9606.ENSP00000226574	9606.ENSP00000362680	0	0	0	0	0.080	0.095	0	0.731	0.756
NFKB1	VCAM1	9606.ENSP00000226574	9606.ENSP00000294728	0	0	0	0	0.107	0	0	0.752	0.769
NFKB1	TLR7	9606.ENSP00000226574	9606.ENSP00000370034	0	0	0	0	0.111	0.093	0	0.791	0.817
NFKB1	PARP1	9606.ENSP00000226574	9606.ENSP00000355759	0	0	0	0	0.047	0.609	0	0.575	0.828
NFKB1	TLR9	9606.ENSP00000226574	9606.ENSP00000353874	0	0	0	0	0	0.093	0	0.819	0.828
NFKB1	PTGS2	9606.ENSP00000226574	9606.ENSP00000356438	0	0	0	0	0.100	0.203	0	0.798	0.842
NFKB1	TLR3	9606.ENSP00000226574	9606.ENSP00000296795	0	0	0	0	0.047	0.093	0	0.852	0.861
NFKB1	NR3C1	9606.ENSP00000226574	9606.ENSP00000231509	0	0	0	0	0.126	0.510	0	0.740	0.878
NFKB1	TNFAIP3	9606.ENSP00000226574	9606.ENSP00000481570	0	0	0	0	0.285	0.297	0	0.832	0.908
NFKB1	PPARG	9606.ENSP00000226574	9606.ENSP00000287820	0	0	0	0	0.087	0.292	0.750	0.851	0.972
NFKB1	NLRP3	9606.ENSP00000226574	9606.ENSP00000337383	0	0	0	0	0.099	0.093	0.900	0.796	0.981
NFKB1	TLR2	9606.ENSP00000226574	9606.ENSP00000260010	0	0	0	0	0.167	0.093	0.900	0.910	0.992
NFKB1	TLR4	9606.ENSP00000226574	9606.ENSP00000363089	0	0	0	0	0.116	0.093	0.900	0.932	0.993
NFKB1	TNF	9606.ENSP00000226574	9606.ENSP00000398698	0	0	0	0	0.194	0	0.900	0.995	0.999
NFKB1	RELA	9606.ENSP00000226574	9606.ENSP00000384273	0	0	0	0.769	0.182	0.999	0.900	0.986	0.999
NFKB1	NFKB2	9606.ENSP00000226574	9606.ENSP00000358983	0	0	0.067	0.896	0.276	0.835	0.900	0.984	0.999
NFKB2	TNFAIP3	9606.ENSP00000358983	9606.ENSP00000481570	0	0	0	0	0.307	0.297	0	0.565	0.770
NFKB2	TNF	9606.ENSP00000358983	9606.ENSP00000398698	0	0	0	0	0.190	0	0	0.730	0.772
NFKB2	RELA	9606.ENSP00000358983	9606.ENSP00000384273	0	0	0	0.779	0.247	0.861	0.900	0.986	0.999
NLRP3	TLR2	9606.ENSP00000337383	9606.ENSP00000260010	0	0	0	0	0.248	0	0	0.808	0.849
NLRP3	TLR3	9606.ENSP00000337383	9606.ENSP00000296795	0	0	0	0	0.042	0	0	0.760	0.760
NLRP3	PTGS2	9606.ENSP00000337383	9606.ENSP00000356438	0	0	0	0	0.202	0	0	0.648	0.707
NLRP3	TLR9	9606.ENSP00000337383	9606.ENSP00000353874	0	0	0	0	0.062	0	0	0.741	0.746
NLRP3	SYK	9606.ENSP00000337383	9606.ENSP00000364898	0	0	0	0	0.108	0.335	0	0.682	0.795
NLRP3	TNF	9606.ENSP00000337383	9606.ENSP00000398698	0	0	0	0	0.244	0	0	0.835	0.869
NLRP3	TLR4	9606.ENSP00000337383	9606.ENSP00000363089	0	0	0	0	0.203	0	0	0.849	0.874
NLRP3	RELA	9606.ENSP00000337383	9606.ENSP00000384273	0	0	0	0	0.049	0.099	0.900	0.353	0.937
NOS3	SIRT1	9606.ENSP00000297494	9606.ENSP00000212015	0	0	0	0	0.060	0.292	0	0.781	0.841
NOS3	VWF	9606.ENSP00000297494	9606.ENSP00000261405	0	0	0	0	0.164	0	0	0.784	0.811
NOS3	VCAM1	9606.ENSP00000297494	9606.ENSP00000294728	0	0	0	0	0	0	0	0.810	0.810
NOS3	XDH	9606.ENSP00000297494	9606.ENSP00000368727	0	0	0	0	0	0	0	0.828	0.828
NOX4	XDH	9606.ENSP00000263317	9606.ENSP00000368727	0	0	0	0	0.057	0	0	0.722	0.726
NOX4	TLR4	9606.ENSP00000263317	9606.ENSP00000363089	0	0	0	0	0.081	0.512	0	0.993	0.996
NPC1L1	SREBF1	9606.ENSP00000289547	9606.ENSP00000348069	0	0	0	0	0.065	0.429	0	0.589	0.761
NPC1L1	SREBF2	9606.ENSP00000289547	9606.ENSP00000354476	0	0	0	0	0.065	0.429	0	0.722	0.838
NPY	UCP1	9606.ENSP00000384364	9606.ENSP00000262999	0	0	0	0	0	0	0	0.756	0.756
NPY	PTGER3	9606.ENSP00000384364	9606.ENSP00000349003	0	0	0	0	0	0	0.650	0.195	0.706
